bias,positive,negative,sentiment
1,2950,60,1
1,3713,763,1
1,111,8,1
1,193,197,1
1,3134,205,1
1,577,8,1
1,2865,7,1
1,3630,369,1
1,3287,266,1
1,1047,94,1
1,3351,96,1
1,2874,20,1
1,1099,136,1
1,3613,377,1
1,2917,14,1
1,2860,3,1
1,2956,105,1
1,944,313,1
1,649,147,1
1,664,183,1
1,3351,96,1
1,3486,531,1
1,2850,8,1
1,2895,68,1
1,203,309,1
1,2962,221,1
1,291,134,1
1,3050,222,1
1,3276,526,1
1,4603,697,1
1,3175,337,1
1,3285,292,1
1,3012,55,1
1,3030,330,1
1,3005,142,1
1,3824,198,1
1,2847,2,1
1,3414,133,1
1,3445,481,1
1,2918,25,1
1,2855,7,1
1,649,37,1
1,2998,50,1
1,2848,2,1
1,152,77,1
1,64,47,1
1,2880,4,1
1,64,47,1
1,64,47,1
1,656,171,1
1,3060,215,1
1,3618,515,1
1,3001,127,1
1,2884,10,1
1,2942,172,1
1,2869,16,1
1,3283,292,1
1,3416,131,1
1,3745,436,1
1,292,236,1
1,3011,30,1
1,292,236,1
1,292,236,1
1,2848,2,1
1,795,104,1
1,2940,111,1
1,3713,692,1
1,2922,58,1
1,3236,383,1
1,2959,67,1
1,3125,251,1
1,3621,292,1
1,685,182,1
1,548,62,1
1,3156,289,1
1,677,47,1
1,3100,272,1
1,3144,249,1
1,3529,486,1
1,1006,393,1
1,683,153,1
1,58,33,1
1,3012,323,1
1,694,173,1
1,179,294,1
1,2962,140,1
1,58,33,1
1,58,33,1
1,2967,71,1
1,3361,239,1
1,3730,361,1
1,2969,32,1
1,3790,522,1
1,517,31,1
1,3046,41,1
1,2870,13,1
1,3249,454,1
1,1047,314,1
1,501,2,1
1,3265,251,1
1,3489,247,1
1,1261,815,1
1,3045,87,1
1,3779,507,1
1,1130,165,1
1,3049,214,1
1,3280,323,1
1,3345,635,1
1,2881,17,1
1,4227,701,1
1,810,289,1
1,1061,127,1
1,2937,167,1
1,3126,182,1
1,1086,405,1
1,3351,96,1
1,3855,386,1
1,726,230,1
1,710,127,1
1,3216,362,1
1,3271,377,1
1,2868,49,1
1,3045,108,1
1,3185,130,1
1,3542,259,1
1,3196,372,1
1,3351,96,1
1,2901,35,1
1,3042,67,1
1,3014,105,1
1,2938,255,1
1,3376,120,1
1,2997,93,1
1,3046,127,1
1,840,45,1
1,2853,2,1
1,3397,133,1
1,188,85,1
1,2864,5,1
1,3130,269,1
1,972,261,1
1,672,291,1
1,621,37,1
1,3042,133,1
1,557,5,1
1,1002,94,1
1,2991,30,1
1,266,284,1
1,996,522,1
1,3209,267,1
1,3630,369,1
1,3657,663,1
1,2863,7,1
1,2903,189,1
1,2913,48,1
1,3398,124,1
1,3291,366,1
1,816,291,1
1,3244,393,1
1,3109,140,1
1,3414,128,1
1,1040,297,1
1,3215,371,1
1,3596,381,1
1,3519,752,1
1,641,69,1
1,221,149,1
1,2856,40,1
1,3092,178,1
1,831,310,1
1,60,39,1
1,3015,98,1
1,3678,716,1
1,4603,697,1
1,2865,3,1
1,2911,174,1
1,3630,369,1
1,2960,82,1
1,550,6,1
1,2900,93,1
1,3333,329,1
1,3187,130,1
1,3011,113,1
1,2957,191,1
1,2987,268,1
1,77,50,1
1,502,8,1
1,2901,7,1
1,3352,96,1
1,2958,180,1
1,1463,1023,1
1,3088,173,1
1,2954,94,1
1,2980,104,1
1,2944,66,1
1,2867,23,1
1,551,2,1
1,3252,166,1
1,3371,112,1
1,3100,257,1
1,2990,270,1
1,2925,40,1
1,3376,101,1
1,3630,369,1
1,2925,58,1
1,3076,235,1
1,3164,333,1
1,4666,814,1
1,3417,342,1
1,641,220,1
1,2851,4,1
1,736,235,1
1,3972,722,1
1,3351,96,1
1,3061,36,1
1,879,128,1
1,2883,16,1
1,1338,222,1
1,962,254,1
1,2983,302,1
1,3042,87,1
1,3044,103,1
1,3070,206,1
1,3333,597,1
1,3358,104,1
1,3745,436,1
1,162,125,1
1,3045,317,1
1,52,10,1
1,3378,526,1
1,3561,567,1
1,2960,82,1
1,2938,11,1
1,2851,8,1
1,2865,8,1
1,3074,214,1
1,516,2,1
1,3256,717,1
1,2906,26,1
1,3480,390,1
1,3351,96,1
1,3073,327,1
1,1215,147,1
1,754,262,1
1,643,194,1
1,908,180,1
1,797,218,1
1,3260,311,1
1,553,33,1
1,549,3,1
1,605,53,1
1,2901,7,1
1,237,236,1
1,3202,351,1
1,2869,34,1
1,3497,460,1
1,1494,569,1
1,4603,697,1
1,499,0,1
1,3435,165,1
1,3568,184,1
1,2874,20,1
1,5883,97,1
1,1387,567,1
1,3105,178,1
1,894,276,1
1,3600,366,1
1,3017,116,1
1,798,255,1
1,2853,6,1
1,2847,2,1
1,2924,144,1
1,8785,305,1
1,2923,38,1
1,3420,668,1
1,37,9,1
1,3087,140,1
1,731,286,1
1,2932,119,1
1,3128,219,1
1,2960,323,1
1,500,1,1
1,2954,94,1
1,3007,55,1
1,3426,188,1
1,2977,110,1
1,2885,43,1
1,588,70,1
1,3192,131,1
1,2872,7,1
1,3257,161,1
1,780,217,1
1,700,332,1
1,3177,478,1
1,582,27,1
1,2915,79,1
1,853,171,1
1,2864,5,1
1,3025,103,1
1,3109,110,1
1,3783,422,1
1,715,185,1
1,3216,316,1
1,4506,869,1
1,3031,39,1
1,555,0,1
1,3009,27,1
1,2868,14,1
1,2868,14,1
1,80,70,1
1,791,157,1
1,2899,7,1
1,607,20,1
1,3300,328,1
1,3351,96,1
1,2977,70,1
1,275,147,1
1,666,162,1
1,231,90,1
1,3107,287,1
1,87,92,1
1,891,432,1
1,2860,2,1
1,3671,1310,1
1,1264,444,1
1,3511,259,1
1,3061,200,1
1,3018,233,1
1,1115,532,1
1,3168,351,1
1,3109,83,1
1,4603,697,1
1,3096,254,1
1,776,385,1
1,771,379,1
1,3424,433,1
1,3109,200,1
1,3351,96,1
1,3342,335,1
1,3016,58,1
1,3362,428,1
1,639,104,1
1,3516,872,1
1,3352,328,1
1,995,913,1
1,1003,418,1
1,604,35,1
1,3087,286,1
1,3319,281,1
1,556,30,1
1,525,32,1
1,2975,63,1
1,2896,38,1
1,2848,2,1
1,3008,33,1
1,3611,384,1
1,2867,6,1
1,2926,31,1
1,2959,144,1
1,3181,356,1
1,534,19,1
1,1061,101,1
1,2984,153,1
1,3039,85,1
1,3106,170,1
1,2997,35,1
1,546,35,1
1,2922,85,1
1,633,50,1
1,3050,154,1
1,3352,96,1
1,1073,487,1
1,3351,96,1
1,125,19,1
1,1388,383,1
1,660,11,1
1,3451,180,1
1,1237,786,1
1,3153,426,1
1,2940,53,1
1,3189,136,1
1,3179,351,1
1,2904,92,1
1,1153,214,1
1,793,125,1
1,3473,217,1
1,787,293,1
1,884,130,1
1,3061,36,1
1,2850,4,1
1,556,20,1
1,3351,96,1
1,272,191,1
1,3006,23,1
1,2934,32,1
1,3206,312,1
1,3316,658,1
1,499,0,1
1,2864,6,1
1,3088,295,1
1,3392,810,1
1,611,23,1
1,3136,239,1
1,3483,274,1
1,1193,301,1
1,3726,451,1
1,825,148,1
1,2887,20,1
1,259,106,1
1,3630,369,1
1,3355,278,1
1,3066,216,1
1,3066,75,1
1,2941,43,1
1,3581,722,1
1,50,62,1
1,3646,479,1
1,3166,247,1
1,934,660,1
1,2867,27,1
1,1334,303,1
1,834,128,1
1,3524,374,1
1,1042,704,1
1,712,34,1
1,3056,256,1
1,605,74,1
1,709,232,1
1,3104,233,1
1,105,0,1
1,3350,270,1
1,560,62,1
1,3120,152,1
1,3074,92,1
1,2890,8,1
1,1047,94,1
1,3309,303,1
1,3209,309,1
1,3444,445,1
1,3338,290,1
1,2901,26,1
1,3065,142,1
1,2993,157,1
1,742,158,1
1,632,109,1
1,862,412,1
1,502,2,1
1,4602,697,1
1,3191,306,1
1,837,585,1
1,656,104,1
1,3507,219,1
1,2893,39,1
1,3283,292,1
1,3274,260,1
1,2892,6,1
1,3297,510,1
1,712,238,1
1,3353,96,1
1,3187,197,1
1,3010,258,1
1,3341,355,1
1,3536,407,1
1,2933,23,1
1,3296,476,1
1,3501,456,1
1,3242,323,1
1,2963,84,1
1,2917,30,1
1,2893,69,1
1,2863,24,1
1,4106,785,1
1,1261,122,1
1,3025,221,1
1,3104,243,1
1,3745,436,1
1,3000,331,1
1,3461,631,1
1,3143,367,1
1,682,193,1
1,3434,225,1
1,3465,711,1
1,3352,96,1
1,3614,684,1
1,2966,99,1
1,3351,96,1
1,663,31,1
1,763,238,1
1,3002,133,1
1,2878,13,1
1,898,359,1
1,3067,316,1
1,2988,133,1
1,3166,247,1
1,2931,52,1
1,637,255,1
1,2494,838,1
1,3614,452,1
1,3140,274,1
1,3014,131,1
1,2899,11,1
1,2872,25,1
1,3710,516,1
1,3623,889,1
1,572,2,1
1,3073,117,1
1,2536,172,1
1,669,109,1
1,722,328,1
1,2848,2,1
1,3510,512,1
1,3064,134,1
1,3417,333,1
1,3067,241,1
1,3352,99,1
1,731,52,1
1,3745,436,1
1,3137,278,1
1,2923,38,1
1,556,50,1
1,8568,29,1
1,5,2,1
1,543,0,1
1,3204,450,1
1,2997,130,1
1,3120,239,1
1,2849,2,1
1,650,140,1
1,2861,8,1
1,3030,207,1
1,498,0,1
1,2924,66,1
1,2898,8,1
1,3275,329,1
1,607,56,1
1,3376,367,1
1,3028,142,1
1,2884,19,1
1,3183,130,1
1,3027,249,1
1,1410,376,1
1,532,31,1
1,2860,10,1
1,3166,247,1
1,2885,28,1
1,3025,25,1
1,2879,31,1
1,3101,219,1
1,801,317,1
1,582,42,1
1,3486,221,1
1,3482,462,1
1,938,263,1
1,2902,7,1
1,2997,207,1
1,3100,195,1
1,663,116,1
1,3245,209,1
1,2907,59,1
1,2892,25,1
1,3035,99,1
1,2864,34,1
1,2994,219,1
1,1695,453,1
1,634,94,1
1,7,7,1
1,3334,334,1
1,1073,455,1
1,2926,94,1
1,5798,43,1
1,3351,96,1
1,203,309,1
1,1037,503,1
1,3047,347,1
1,3062,178,1
1,842,148,1
1,2876,27,1
1,3392,553,1
1,3171,313,1
1,3378,105,1
1,2892,29,1
1,3385,366,1
1,3351,96,1
1,2897,34,1
1,3214,342,1
1,2905,35,1
1,3082,68,1
1,3454,386,1
1,3128,293,1
1,2908,39,1
1,3182,497,1
1,2848,2,1
1,3175,365,1
1,1047,94,1
1,3444,445,1
1,3446,133,1
1,6121,247,1
1,3632,658,1
1,3767,842,1
1,2973,22,1
1,1543,607,1
1,886,270,1
1,46,36,1
1,3188,134,1
1,3156,311,1
1,866,213,1
1,2944,221,1
1,589,65,1
1,3405,529,1
1,2924,45,1
1,3096,453,1
1,1131,427,1
1,3649,261,1
1,544,0,1
1,872,278,1
1,2854,7,1
1,755,387,1
1,2852,6,1
1,3007,136,1
1,544,0,1
1,2848,2,1
1,1478,380,1
1,783,129,1
1,2852,5,1
1,3443,120,1
1,941,445,1
1,2896,40,1
1,4178,1029,1
1,581,180,1
1,6449,338,1
1,672,79,1
1,3111,108,1
1,6095,430,1
1,3270,476,1
1,779,240,1
1,172,38,1
1,3076,65,1
1,1532,460,1
1,2849,2,1
1,1172,220,1
1,914,290,1
1,2914,28,1
1,1456,644,1
1,3104,270,1
1,3090,83,1
1,2914,94,1
1,1033,123,1
1,656,159,1
1,2848,2,1
1,648,81,1
1,1109,992,1
1,6032,364,1
1,3065,270,1
1,3197,378,1
1,2880,24,1
1,645,541,1
1,573,51,1
1,3024,76,1
1,3036,56,1
1,653,33,1
1,3463,282,1
1,2967,112,1
1,1387,585,1
1,2857,13,1
1,3036,256,1
1,2980,205,1
1,659,146,1
1,2935,122,1
1,2921,47,1
1,948,263,1
1,828,545,1
1,2944,126,1
1,2960,98,1
1,3249,151,1
1,0,0,1
1,547,0,1
1,3417,506,1
1,2883,7,1
1,2964,81,1
1,2892,79,1
1,911,442,1
1,2993,221,1
1,3566,205,1
1,3188,198,1
1,555,13,1
1,773,246,1
1,2847,2,1
1,563,37,1
1,3023,249,1
1,3149,263,1
1,795,288,1
1,2916,91,1
1,3075,186,1
1,3203,132,1
1,652,260,1
1,795,27,1
1,57,44,1
1,3665,300,1
1,606,59,1
1,594,23,1
1,2878,16,1
1,2895,60,1
1,3170,375,1
1,604,140,1
1,3974,471,1
1,3098,262,1
1,633,547,1
1,14236,18,1
1,2851,2,1
1,2925,39,1
1,123,6,1
1,2862,19,1
1,2985,200,1
1,3752,378,1
1,3243,176,1
1,2907,41,1
1,2905,93,1
1,52,10,1
1,3094,289,1
1,3019,171,1
1,603,22,1
1,795,27,1
1,3352,96,1
1,2925,92,1
1,2872,25,1
1,3521,258,1
1,650,150,1
1,106,0,1
1,570,19,1
1,593,70,1
1,3007,130,1
1,636,151,1
1,795,27,1
1,3335,224,1
1,3469,538,1
1,2848,2,1
1,3902,488,1
1,3125,199,1
1,140,44,1
1,2887,20,1
1,2936,117,1
1,3414,118,1
1,3817,358,1
1,795,27,1
1,2915,22,1
1,2947,117,1
1,2864,36,1
1,3242,366,1
1,3432,145,1
1,3270,494,1
1,628,128,1
1,3007,303,1
1,2947,142,1
1,2910,62,1
1,2904,9,1
1,1061,100,1
1,795,27,1
1,3131,194,1
1,2943,55,1
1,2869,11,1
1,3320,492,1
1,3250,240,1
1,616,191,1
1,5981,258,1
1,3781,260,1
1,2865,3,1
1,795,27,1
1,3032,195,1
1,566,70,1
1,2856,2,1
1,5706,18,1
1,826,508,1
1,992,427,1
1,2920,51,1
1,3260,786,1
1,795,27,1
1,2853,6,1
1,6118,355,1
1,6436,385,1
1,3147,232,1
1,3086,297,1
1,125,116,1
1,3170,335,1
1,795,27,1
1,1051,95,1
1,2869,12,1
1,1093,124,1
1,529,29,1
1,3726,451,1
1,2866,36,1
1,3143,84,1
1,3046,309,1
1,1337,356,1
1,1007,97,1
1,795,27,1
1,2991,172,1
1,517,19,1
1,1049,424,1
1,35,30,1
1,2947,206,1
1,3441,227,1
1,667,591,1
1,3380,109,1
1,617,76,1
1,3314,485,1
1,2,3668,0
1,250,4078,0
1,10,3692,0
1,52,7423,0
1,255,3882,0
1,82,3808,0
1,117,3762,0
1,151,3876,0
1,2,7327,0
1,31,405,0
1,605,4375,0
1,1,3665,0
1,426,3872,0
1,146,3968,0
1,357,680,0
1,871,4672,0
1,3,3665,0
1,86,3821,0
1,161,4100,0
1,195,3747,0
1,182,3942,0
1,74,3784,0
1,237,4045,0
1,9,31,0
1,124,3853,0
1,104,811,0
1,14,3780,0
1,33,3711,0
1,44,3813,0
1,41,3693,0
1,236,4110,0
1,122,562,0
1,1,3664,0
1,13,3687,0
1,351,4044,0
1,7,3730,0
1,651,1218,0
1,329,4256,0
1,155,3692,0
1,53,3727,0
1,530,4062,0
1,539,4017,0
1,155,3860,0
1,236,3954,0
1,882,4038,0
1,422,247,0
1,232,3870,0
1,122,3849,0
1,2,380,0
1,292,712,0
1,54,3680,0
1,101,3972,0
1,34,3703,0
1,136,3951,0
1,294,654,0
1,242,305,0
1,15,3785,0
1,237,305,0
1,267,339,0
1,243,316,0
1,255,320,0
1,390,3964,0
1,216,4219,0
1,31,3919,0
1,2,391,0
1,103,3797,0
1,252,895,0
1,18,3907,0
1,336,507,0
1,138,3914,0
1,8,3673,0
1,183,4072,0
1,169,3920,0
1,37,3712,0
1,99,3805,0
1,99,3817,0
1,137,3819,0
1,75,3761,0
1,158,3840,0
1,90,733,0
1,19,627,0
1,83,3862,0
1,78,3788,0
1,58,427,0
1,63,3791,0
1,12,3689,0
1,17,3738,0
1,30,3727,0
1,2,3695,0
1,101,4027,0
1,199,679,0
1,14,3706,0
1,12,3677,0
1,71,3743,0
1,31,3710,0
1,407,4038,0
1,55,3727,0
1,112,3906,0
1,30,3765,0
1,205,3764,0
1,10,3687,0
1,554,4284,0
1,363,826,0
1,139,3834,0
1,325,4165,0
1,321,4007,0
1,235,4011,0
1,138,3833,0
1,99,3878,0
1,28,3753,0
1,19,3696,0
1,49,3707,0
1,474,4249,0
1,1,3664,0
1,399,4211,0
1,280,4131,0
1,1,3665,0
1,85,487,0
1,4,3666,0
1,5,388,0
1,113,3707,0
1,247,7753,0
1,162,3839,0
1,96,462,0
1,115,3931,0
1,121,7415,0
1,394,4057,0
1,112,3746,0
1,177,3867,0
1,117,3806,0
1,203,3759,0
1,27,3732,0
1,314,4078,0
1,199,3764,0
1,9,3681,0
1,133,3961,0
1,31,3698,0
1,62,3712,0
1,1,3663,0
1,69,3748,0
1,46,3721,0
1,69,425,0
1,13,3692,0
1,113,3785,0
1,1,3664,0
1,9,3683,0
1,21,3723,0
1,24,3720,0
1,248,3968,0
1,66,203,0
1,106,3929,0
1,216,202,0
1,289,4148,0
1,14,3780,0
1,348,637,0
1,73,466,0
1,455,580,0
1,358,416,0
1,1,3670,0
1,261,4161,0
1,174,3978,0
1,18,3904,0
1,85,3877,0
1,403,3834,0
1,17,3691,0
1,1106,5040,0
1,224,3918,0
1,8,3693,0
1,559,4441,0
1,624,4629,0
1,113,4012,0
1,734,4655,0
1,50,3787,0
1,199,3821,0
1,181,3918,0
1,1,384,0
1,236,4093,0
1,160,669,0
1,217,3979,0
1,166,3833,0
1,53,3730,0
1,42,3702,0
1,10,3684,0
1,1,3663,0
1,376,3997,0
1,772,4315,0
1,40,3728,0
1,1,3663,0
1,110,3798,0
1,13,3697,0
1,480,4415,0
1,64,3739,0
1,1,3673,0
1,156,3854,0
1,196,4105,0
1,20,3686,0
1,116,3839,0
1,440,4091,0
1,43,3786,0
1,114,3754,0
1,192,4007,0
1,86,3715,0
1,6,3775,0
1,1,3664,0
1,6,3689,0
1,186,4041,0
1,54,3789,0
1,128,3824,0
1,283,7454,0
1,273,3959,0
1,236,3879,0
1,2,3664,0
1,111,3901,0
1,344,4057,0
1,19,3699,0
1,45,3695,0
1,274,3982,0
1,188,3845,0
1,109,494,0
1,185,3874,0
1,79,3983,0
1,2,3673,0
1,825,4319,0
1,125,3913,0
1,5,3678,0
1,44,3760,0
1,70,3972,0
1,231,3957,0
1,98,3833,0
1,2,3666,0
1,34,3702,0
1,5,3667,0
1,397,3934,0
1,75,80,0
1,144,3951,0
1,289,4160,0
1,47,3688,0
1,5,3682,0
1,281,4173,0
1,344,4318,0
1,1,3664,0
1,24,3711,0
1,426,662,0
1,218,4101,0
1,18,3702,0
1,63,3708,0
1,7,3699,0
1,6,3763,0
1,11,3677,0
1,320,3908,0
1,465,4080,0
1,393,4144,0
1,79,3820,0
1,856,4520,0
1,61,103,0
1,96,3769,0
1,47,3719,0
1,673,4611,0
1,283,4133,0
1,24,3717,0
1,220,3916,0
1,208,3837,0
1,26,172,0
1,1288,4159,0
1,21,3710,0
1,3,3666,0
1,526,4305,0
1,45,3717,0
1,82,3790,0
1,264,699,0
1,71,3855,0
1,278,3894,0
1,121,3799,0
1,76,3814,0
1,123,3920,0
1,32,3692,0
1,217,3902,0
1,127,3868,0
1,109,124,0
1,56,3760,0
1,766,4595,0
1,9,3679,0
1,110,3834,0
1,79,3822,0
1,331,4003,0
1,5,3666,0
1,151,634,0
1,41,3824,0
1,331,728,0
1,45,3778,0
1,533,7888,0
1,179,3936,0
1,475,4309,0
1,230,3962,0
1,315,4154,0
1,109,515,0
1,465,4357,0
1,185,3833,0
1,28,3745,0
1,178,3809,0
1,144,3851,0
1,270,3910,0
1,20,3698,0
1,10,3671,0
1,3,3671,0
1,402,4088,0
1,31,3789,0
1,248,3990,0
1,204,4085,0
1,328,4199,0
1,5,3670,0
1,18,3902,0
1,129,3854,0
1,195,4042,0
1,128,3813,0
1,681,4476,0
1,101,3841,0
1,754,4204,0
1,53,3708,0
1,70,3851,0
1,1,3663,0
1,1,3664,0
1,379,835,0
1,290,768,0
1,381,4049,0
1,121,3995,0
1,8,3682,0
1,209,3832,0
1,320,4216,0
1,23,3735,0
1,291,4008,0
1,95,587,0
1,44,3808,0
1,495,1146,0
1,102,3774,0
1,85,3873,0
1,19,3704,0
1,1,3668,0
1,145,240,0
1,3,3670,0
1,26,3710,0
1,149,3950,0
1,288,3973,0
1,262,3957,0
1,4,3674,0
1,1,3664,0
1,207,4009,0
1,202,296,0
1,167,4045,0
1,50,3840,0
1,1105,4493,0
1,75,3732,0
1,15,3696,0
1,113,3888,0
1,13,3678,0
1,88,3813,0
1,29,3701,0
1,143,3863,0
1,354,3847,0
1,234,612,0
1,48,3811,0
1,369,4075,0
1,91,3780,0
1,16,3794,0
1,124,18456,0
1,3,396,0
1,703,4398,0
1,525,1011,0
1,52,3732,0
1,230,3995,0
1,167,3936,0
1,403,4300,0
1,246,821,0
1,4,3680,0
1,120,7491,0
1,184,3787,0
1,34,3933,0
1,559,757,0
1,1,3663,0
1,246,4082,0
1,144,3881,0
1,247,4055,0
1,59,430,0
1,298,4322,0
1,111,3738,0
1,345,4045,0
1,18,3723,0
1,213,3879,0
1,156,3855,0
1,8,3668,0
1,68,3754,0
1,117,3815,0
1,90,495,0
1,78,3908,0
1,7,3684,0
1,226,3842,0
1,1,3664,0
1,49,3730,0
1,358,956,0
1,370,4087,0
1,122,465,0
1,18,3903,0
1,204,4061,0
1,177,282,0
1,216,202,0
1,244,4006,0
1,19,3703,0
1,42,3737,0
1,35,3744,0
1,356,4064,0
1,345,3806,0
1,45,3742,0
1,73,3682,0
1,818,4369,0
1,75,3877,0
1,188,3781,0
1,375,4332,0
1,38,3707,0
1,1,3664,0
1,288,4026,0
1,671,4152,0
1,178,3868,0
1,158,3780,0
1,686,4190,0
1,1,3668,0
1,135,3827,0
1,888,4854,0
1,32,3746,0
1,510,4347,0
1,1317,1311,0
1,37,3737,0
1,336,4100,0
1,397,857,0
1,18,3902,0
1,586,4236,0
1,29,3698,0
1,425,4291,0
1,24,3703,0
1,76,3754,0
1,96,3881,0
1,213,3939,0
1,116,3851,0
1,16,3778,0
1,2,3668,0
1,22,3700,0
1,349,655,0
1,5,3671,0
1,835,1271,0
1,104,4026,0
1,284,3951,0
1,79,3856,0
1,281,3967,0
1,20,3691,0
1,192,4076,0
1,167,3863,0
1,69,273,0
1,52,3700,0
1,11,3668,0
1,67,58,0
1,14,3782,0
1,20,3801,0
1,274,4066,0
1,1,3664,0
1,715,4360,0
1,78,3867,0
1,170,3997,0
1,123,3857,0
1,187,3989,0
1,310,4116,0
1,55,3777,0
1,134,3866,0
1,31,3714,0
1,75,3757,0
1,126,3869,0
1,152,3964,0
1,23,3712,0
1,1,3664,0
1,35,3826,0
1,1,3666,0
1,120,3799,0
1,38,3839,0
1,226,3937,0
1,269,4000,0
1,96,7493,0
1,39,3704,0
1,150,3949,0
1,116,3879,0
1,14,3694,0
1,1,3666,0
1,231,4124,0
1,9,3696,0
1,96,3732,0
1,54,3768,0
1,8,3668,0
1,1,3667,0
1,357,741,0
1,51,3751,0
1,3,387,0
1,86,485,0
1,82,3747,0
1,171,3953,0
1,92,3937,0
1,401,4343,0
1,18,3685,0
1,540,4546,0
1,14,3691,0
1,0,379,0
1,112,633,0
1,113,3859,0
1,64,3816,0
1,11,399,0
1,312,4170,0
1,1170,4830,0
1,493,4049,0
1,1,3666,0
1,687,4658,0
1,334,4050,0
1,83,284,0
1,177,3946,0
1,19,3907,0
1,108,3872,0
1,9,3691,0
1,429,4126,0
1,152,3866,0
1,113,3926,0
1,544,4386,0
1,151,3897,0
1,65,3751,0
1,48,3948,0
1,507,4527,0
1,18,3902,0
1,369,3950,0
1,29,3723,0
1,485,4314,0
1,55,3680,0
1,421,4354,0
1,193,3851,0
1,482,4180,0
1,598,4269,0
1,634,4502,0
1,279,702,0
1,35,75,0
1,13,3676,0
1,35,3743,0
1,29,3699,0
1,243,4028,0
1,127,3857,0
1,218,3995,0
1,229,3806,0
1,569,3871,0
1,335,781,0
1,7,7340,0
1,211,3898,0
1,650,4537,0
1,667,4260,0
1,113,3851,0
1,150,4025,0
1,37,3826,0
1,23,3717,0
1,932,5007,0
1,116,3826,0
1,1,383,0
1,56,3807,0
1,41,3724,0
1,243,3969,0
1,139,3803,0
1,93,3786,0
1,18,3903,0
1,284,891,0
1,60,409,0
1,417,4207,0
1,22,3700,0
1,3,3671,0
1,77,3793,0
1,153,641,0
1,8,3675,0
1,806,4189,0
1,76,3777,0
1,22,3695,0
1,463,4172,0
1,42,437,0
1,329,4025,0
1,9,3672,0
1,772,4184,0
1,355,4059,0
1,7,3678,0
1,143,655,0
1,914,4736,0
1,1,3665,0
1,146,655,0
1,192,3747,0
1,14,3690,0
1,8,3701,0
1,56,3704,0
1,25,3691,0
1,97,3767,0
1,28,393,0
1,65,3710,0
1,87,3752,0
1,1,3665,0
1,8,3670,0
1,68,3884,0
1,149,3828,0
1,1,3666,0
1,161,760,0
1,662,4489,0
1,713,4161,0
1,86,3866,0
1,609,7933,0
1,5,3666,0
1,357,7545,0
1,27,3922,0
1,25,3706,0
1,471,4297,0
1,20,3932,0
1,52,3703,0
1,121,3935,0
1,338,4105,0
1,1,3665,0
1,132,3823,0
1,5,3681,0
1,168,3852,0
1,1,3664,0
1,351,3829,0
1,49,3674,0
1,147,576,0
1,45,3732,0
1,20,3912,0
1,1,3665,0
1,16,3698,0
1,121,3776,0
1,172,3832,0
1,378,4145,0
1,1,3664,0
1,313,4089,0
1,370,4165,0
1,7,3678,0
1,42,3841,0
1,126,3930,0
1,55,3712,0
1,37,3709,0
1,73,3740,0
1,564,4270,0
1,49,3673,0
1,321,3935,0
1,272,7634,0
1,15,3678,0
1,193,3824,0
1,111,3792,0
1,295,3938,0
1,30,3726,0
1,2,3666,0
1,105,3780,0
1,315,4075,0
1,354,4498,0
1,68,3887,0
1,15,3703,0
1,131,3772,0
1,56,3745,0
1,139,3796,0
1,56,3730,0
1,64,3762,0
1,195,3789,0
1,350,4202,0
1,98,3870,0
1,105,3776,0
1,1,3664,0
1,21,3727,0
1,367,817,0
1,238,3938,0
1,586,4283,0
1,188,3845,0
1,110,659,0
1,223,3764,0
1,64,3804,0
1,51,902,0
1,137,3819,0
1,439,7851,0
1,17,3696,0
1,214,4085,0
1,127,3883,0
1,54,3671,0
1,376,4138,0
1,142,4052,0
1,64,452,0
1,262,3821,0
1,191,3944,0
1,75,3721,0
1,164,226,0
1,0,381,0
1,101,3927,0
1,283,3957,0
1,221,3862,0
1,49,3727,0
1,143,3887,0
1,157,3767,0
1,47,11104,0
1,4,3667,0
1,84,3915,0
1,166,3832,0
1,103,518,0
1,8,3769,0
1,531,4285,0
1,78,3762,0
1,10,3683,0
1,2,3676,0
1,322,3935,0
1,255,4191,0
1,1,3663,0
1,1,3664,0
1,431,4208,0
1,13,3686,0
1,139,3954,0
1,8,392,0
1,39,3713,0
1,120,3760,0
1,68,3710,0
1,187,3825,0
1,201,3911,0
1,19,3720,0
1,390,4119,0
1,16,431,0
1,110,658,0
1,306,4139,0
1,229,4041,0
1,73,3825,0
1,9,3692,0
1,19,417,0
1,152,3925,0
1,154,3798,0
1,175,4025,0
1,67,3882,0
1,39,3798,0
1,59,3775,0
1,3,3674,0
1,3,3675,0
1,68,3781,0
1,148,3898,0
1,174,4021,0
1,30,3683,0
1,2,3665,0
1,1,3664,0
1,2,3665,0
1,14,3780,0
1,160,3974,0
1,82,3908,0
1,354,3843,0
1,162,587,0
1,400,4216,0
1,575,4409,0
1,60,511,0
1,315,7909,0
1,116,7595,0
1,245,431,0
1,117,3938,0
1,182,558,0
1,12,3706,0
1,191,3855,0
1,25,3926,0
1,115,426,0
1,285,4047,0
1,50,11036,0
1,1,3664,0
1,12,3712,0
1,14,3706,0
1,110,3956,0
1,207,3930,0
1,33,3714,0
1,23,3914,0
1,143,3819,0
1,54,3671,0
1,377,4478,0
1,610,4317,0
1,295,3880,0
1,273,4204,0
1,557,4467,0
1,105,518,0
1,294,631,0
1,357,4067,0
1,337,3791,0
1,106,3819,0
1,416,3960,0
